Decision-Maker,++,+,0,-,--,Target (Y/N),Comments
"Aphra Brandreth (Conservative, Chester South and Eddisbury)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Ayoub Khan (Independent, Birmingham Perry Barr)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Baggy Shanker (Labour (Co-op), Derby South)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Barry Gardiner (Labour, Brent West)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Becky Gittins (Labour, Clwyd East)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Ben Coleman (Labour, Chelsea and Fulham)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Ben Goldsborough (Labour, South Norfolk)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Ben Maguire (Liberal Democrat, North Cornwall)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Ben Obese-Jecty (Conservative, Huntingdon)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Bill Esterson (Labour, Sefton Central)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Blair McDougall (Labour, East Renfrewshire)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Blake Stephenson (Conservative, Mid Bedfordshire)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Bobby Dean (Liberal Democrat, Carshalton and Wallington)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Brendan O'Hara (Scottish National Party, Argyll, Bute and South Lochaber)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Brian Leishman (Labour, Alloa and Grangemouth)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Brian Mathew (Liberal Democrat, Melksham and Devizes)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Callum Anderson (Labour, Buckingham and Bletchley)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Calum Miller (Liberal Democrat, Bicester and Woodstock)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Cameron Thomas (Independent, Tewkesbury)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Caroline Voaden (Liberal Democrat, South Devon)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Carolyn Harris (Labour, Neath and Swansea East)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Cat Eccles (Labour, Stourbridge)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Cat Smith (Labour, Lancaster and Wyre)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Catherine Atkinson (Labour, Derby North)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Catherine Fookes (Labour, Monmouthshire)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Charlie Maynard (Liberal Democrat, Witney)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Charlotte Cane (Liberal Democrat, Ely and East Cambridgeshire)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Chris Bloore (Labour, Redditch)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Chris Coghlan (Liberal Democrat, Dorking and Horley)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Chris Curtis (Labour, Milton Keynes North)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Chris Elmore (Labour, Bridgend)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Chris Evans (Labour (Co-op), Caerphilly)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Chris Hazzard (Sinn Féin, South Down)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Chris Hinchliff (Labour, North East Hertfordshire)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Chris Kane (Labour, Stirling and Strathallan)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Chris McDonald (Labour, Stockton North)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Chris Murray (Labour, Edinburgh East and Musselburgh)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Chris Vince (Labour (Co-op), Harlow)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Chris Ward (Labour, Brighton Kemptown and Peacehaven)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Chris Webb (Labour, Blackpool South)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Christian Wakeford (Labour, Bury South)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Claire Hanna (Social Democratic & Labour Party, Belfast South and Mid Down)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Claire Hazelgrove (Labour, Filton and Bradley Stoke)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Claire Hughes (Labour, Bangor Aberconwy)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Claire Young (Liberal Democrat, Thornbury and Yate)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Clive Efford (Labour, Eltham and Chislehurst)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Clive Jones (Liberal Democrat, Wokingham)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Clive Lewis (Labour, Norwich South)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Colum Eastwood (Social Democratic & Labour Party, Foyle)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Connor Naismith (Labour, Crewe and Nantwich)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Dame Caroline Dinenage (Conservative, Gosport)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Dame Diana Johnson (Labour, Kingston upon Hull North and Cottingham)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Dame Harriett Baldwin (Conservative, West Worcestershire)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Dame Karen Bradley (Conservative, Staffordshire Moorlands)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Dame Meg Hillier (Labour (Co-op), Hackney South and Shoreditch)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Dame Siobhain McDonagh (Labour, Mitcham and Morden)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Damian Hinds (Conservative, East Hampshire)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Damien Egan (Labour, Bristol North East)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Dan Aldridge (Labour, Weston-super-Mare)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Dan Norris (Independent, North East Somerset and Hanham)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Dan Tomlinson (Labour, Chipping Barnet)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Daniel Zeichner (Labour, Cambridge)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Danny Beales (Labour, Uxbridge and South Ruislip)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Darren Jones (Labour, Bristol North West)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Dave Robertson (Labour, Lichfield)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"David Baines (Labour, St Helens North)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"David Chadwick (Liberal Democrat, Brecon, Radnor and Cwm Tawe)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"David Davis (Conservative, Goole and Pocklington)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"David Mundell (Conservative, Dumfriesshire, Clydesdale and Tweeddale)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"David Pinto-Duschinsky (Labour, Hendon)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"David Reed (Conservative, Exmouth and Exeter East)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"David Simmonds (Conservative, Ruislip, Northwood and Pinner)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"David Taylor (Labour, Hemel Hempstead)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"David Williams (Labour, Stoke-on-Trent North)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Dawn Butler (Labour, Brent East)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Debbie Abrahams (Labour, Oldham East and Saddleworth)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Deirdre Costigan (Labour, Ealing Southall)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Derek Twigg (Labour, Widnes and Halewood)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Douglas Lumsden (Conservative, Aberdeen South)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Douglas McAllister (Labour, West Dunbartonshire)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Dr Al Pinkerton (Liberal Democrat, Surrey Heath)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Dr Allison Gardner (Labour, Stoke-on-Trent South)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Dr Andrew Murrison (Conservative, South West Wiltshire)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Dr Beccy Cooper (Labour, Worthing West)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Dr Danny Chambers (Liberal Democrat, Winchester)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Dr Ellie Chowns (Green Party, North Herefordshire)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Dr Jeevun Sandher (Labour, Loughborough)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Dr Lauren Sullivan (Labour, Gravesham)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Dr Luke Evans (Conservative, Hinckley and Bosworth)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Dr Neil Hudson (Conservative, Epping Forest)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Dr Neil Shastri-Hurst (Conservative, Solihull West and Shirley)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Dr Peter Prinsley (Labour, Bury St Edmunds and Stowmarket)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Dr Rosena Allin-Khan (Labour, Tooting)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Dr Zubir Ahmed (Labour, Glasgow South West)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Dáire Hughes (Sinn Féin, Newry and Armagh)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Ed Miliband (Labour, Doncaster North)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Edward Argar (Conservative, Melton and Syston)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Edward Morello (Liberal Democrat, West Dorset)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Elaine Stewart (Labour, Ayr, Carrick and Cumnock)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Ellie Reeves (Labour, Lewisham West and East Dulwich)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Emily Darlington (Labour, Milton Keynes Central)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Emily Thornberry (Labour, Islington South and Finsbury)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Emma Foody (Labour (Co-op), Cramlington and Killingworth)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Emma Hardy (Labour, Kingston upon Hull West and Haltemprice)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Emma Reynolds (Labour, Wycombe)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Euan Stainbank (Labour, Falkirk)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Fabian Hamilton (Labour, Leeds North East)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Feryal Clark (Labour, Enfield North)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Fleur Anderson (Labour, Putney)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Florence Eshalomi (Labour (Co-op), Vauxhall and Camberwell Green)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Frank McNally (Labour, Coatbridge and Bellshill)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Fred Thomas (Labour, Plymouth Moor View)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Freddie van Mierlo (Liberal Democrat, Henley and Thame)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Gareth Bacon (Conservative, Orpington)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Gareth Davies (Conservative, Grantham and Bourne)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Gareth Snell (Labour (Co-op), Stoke-on-Trent Central)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Gareth Thomas (Labour (Co-op), Harrow West)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Gen Kitchen (Labour, Wellingborough and Rushden)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"George Freeman (Conservative, Mid Norfolk)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Georgia Gould (Labour, Queen's Park and Maida Vale)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Gideon Amos (Liberal Democrat, Taunton and Wellington)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Gill Furniss (Labour, Sheffield Brightside and Hillsborough)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Gill German (Labour, Clwyd North)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Gordon McKee (Labour, Glasgow South)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Graham Leadbitter (Scottish National Party, Moray West, Nairn and Strathspey)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Graham Stringer (Labour, Blackley and Middleton South)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Graham Stuart (Conservative, Beverley and Holderness)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Grahame Morris (Labour, Easington)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Greg Smith (Conservative, Mid Buckinghamshire)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Gregor Poynton (Labour, Livingston)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Gregory Stafford (Conservative, Farnham and Bordon)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Gurinder Singh Josan (Labour, Smethwick)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Hannah Spencer (Green Party, Gorton and Denton)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Harpreet Uppal (Labour, Huddersfield)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Harriet Cross (Conservative, Gordon and Buchan)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Heidi Alexander (Labour, Swindon South)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Helen Grant (Conservative, Maidstone and Malling)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Helen Hayes (Labour, Dulwich and West Norwood)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Helen Maguire (Liberal Democrat, Epsom and Ewell)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Helen Whately (Conservative, Faversham and Mid Kent)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Helena Dollimore (Labour (Co-op), Hastings and Rye)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Henry Tufnell (Labour, Mid and South Pembrokeshire)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Hilary Benn (Labour, Leeds South)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Ian Byrne (Labour, Liverpool West Derby)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Ian Lavery (Labour, Blyth and Ashington)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Ian Roome (Liberal Democrat, North Devon)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Imogen Walker (Labour, Hamilton and Clyde Valley)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Imran Hussain (Labour, Bradford East)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Irene Campbell (Labour, North Ayrshire and Arran)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Jack Abbott (Labour (Co-op), Ipswich)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Jack Rankin (Conservative, Windsor)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Jade Botterill (Labour, Ossett and Denby Dale)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Jake Richards (Labour, Rother Valley)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"James Asser (Labour, West Ham and Beckton)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"James MacCleary (Liberal Democrat, Lewes)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Janet Daby (Labour, Lewisham East)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Jas Athwal (Labour, Ilford South)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Jayne Kirkham (Labour (Co-op), Truro and Falmouth)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Jeff Smith (Labour, Manchester Withington)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Jen Craft (Labour, Thurrock)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Jenny Riddell-Carpenter (Labour, Suffolk Coastal)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Jerome Mayhew (Conservative, Broadland and Fakenham)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Jess Asato (Labour, Lowestoft)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Jess Brown-Fuller (Liberal Democrat, Chichester)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Jesse Norman (Conservative, Hereford and South Herefordshire)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Jessica Toale (Labour, Bournemouth West)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Jim Dickson (Labour, Dartford)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Jim McMahon (Labour (Co-op), Oldham West, Chadderton and Royton)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Jo Platt (Labour (Co-op), Leigh and Atherton)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Jo Stevens (Labour, Cardiff East)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Jo White (Labour, Bassetlaw)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Joani Reid (Labour, East Kilbride and Strathaven)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Jodie Gosling (Labour, Nuneaton)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Joe Morris (Labour, Hexham)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Joe Powell (Labour, Kensington and Bayswater)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Joe Robertson (Conservative, Isle of Wight East)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Johanna Baxter (Labour, Paisley and Renfrewshire South)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"John Cooper (Conservative, Dumfries and Galloway)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"John Finucane (Sinn Féin, Belfast North)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"John Glen (Conservative, Salisbury)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"John Grady (Labour, Glasgow East)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"John Healey (Labour, Rawmarsh and Conisbrough)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"John Milne (Liberal Democrat, Horsham)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"John Whitby (Labour, Derbyshire Dales)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Jon Pearce (Labour, High Peak)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Jon Trickett (Labour, Normanton and Hemsworth)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Jonathan Reynolds (Labour (Co-op), Stalybridge and Hyde)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Josh Babarinde (Liberal Democrat, Eastbourne)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Josh Dean (Labour, Hertford and Stortford)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Josh Fenton-Glynn (Labour, Calder Valley)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Julia Buckley (Labour, Shrewsbury)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Justin Madders (Labour, Ellesmere Port and Bromborough)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Kanishka Narayan (Labour, Vale of Glamorgan)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Karl Turner (Independent, Kingston upon Hull East)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Kate Dearden (Labour (Co-op), Halifax)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Kate Osamor (Labour (Co-op), Edmonton and Winchmore Hill)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Katie Lam (Conservative, Weald of Kent)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Katie White (Labour, Leeds North West)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Katrina Murray (Labour, Cumbernauld and Kirkintilloch)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Keir Mather (Labour, Selby)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Kenneth Stevenson (Labour, Airdrie and Shotts)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Kerry McCarthy (Labour, Bristol East)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Kevin Bonavia (Labour, Stevenage)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Kevin Hollinrake (Conservative, Thirsk and Malton)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Kevin McKenna (Labour, Sittingbourne and Sheppey)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Kirith Entwistle (Labour, Bolton North East)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Kirsty McNeill (Labour (Co-op), Midlothian)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Kit Malthouse (Conservative, North West Hampshire)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Lara Bird (Scottish National Party, Arbroath and Broughty Ferry)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Laura Trott (Conservative, Sevenoaks)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Lauren Edwards (Labour, Rochester and Strood)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Laurence Turner (Labour, Birmingham Northfield)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Lee Anderson (Reform UK, Ashfield)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Lee Barron (Labour, Corby and East Northamptonshire)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Lee Pitcher (Labour, Doncaster East and the Isle of Axholme)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Leigh Ingham (Labour, Stafford)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Liam Byrne (Labour, Birmingham Hodge Hill and Solihull North)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Liam Conlon (Labour, Beckenham and Penge)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Lilian Greenwood (Labour, Nottingham South)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Lillian Jones (Labour, Kilmarnock and Loudoun)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Lincoln Jopp (Conservative, Spelthorne)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Linsey Farnsworth (Labour, Amber Valley)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Lisa Nandy (Labour, Wigan)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Lisa Smart (Liberal Democrat, Hazel Grove)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Liz Jarvis (Liberal Democrat, Eastleigh)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Liz Kendall (Labour, Leicester West)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Lizzi Collinge (Labour, Morecambe and Lunesdale)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Llinos Medi (Plaid Cymru, Ynys Môn)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Lloyd Hatton (Labour, South Dorset)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Lola McEvoy (Labour, Darlington)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Lorraine Beavers (Labour, Blackpool North and Fleetwood)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Louise Haigh (Labour, Sheffield Heeley)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Louise Sandher-Jones (Labour, North East Derbyshire)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Luke Akehurst (Labour, North Durham)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Luke Murphy (Labour, Basingstoke)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Luke Myer (Labour, Middlesbrough South and East Cleveland)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Luke Taylor (Liberal Democrat, Sutton and Cheam)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Manuela Perteghella (Liberal Democrat, Stratford-on-Avon)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Margaret Mullane (Labour, Dagenham and Rainham)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Maria Eagle (Labour, Liverpool Garston)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Mark Ferguson (Labour, Gateshead Central and Whickham)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Mark Garnier (Conservative, Wyre Forest)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Mark Pritchard (Conservative, The Wrekin)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Mark Sewards (Labour, Leeds South West and Morley)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Markus Campbell-Savours (Labour, Penrith and Solway)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Martin McCluskey (Labour, Inverclyde and Renfrewshire West)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Martin Wrigley (Liberal Democrat, Newton Abbot)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Mary Creagh (Labour, Coventry East)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Matt Bishop (Labour, Forest of Dean)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Matt Rodda (Labour, Reading Central)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Matt Turmaine (Labour, Watford)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Matthew Patrick (Labour, Wirral West)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Maureen Burke (Labour, Glasgow North East)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
